CHEMBL141	60825
CHEMBL814	5324346
CHEMBL1201268	49800047
CHEMBL544	9015
CHEMBL777	5280980
CHEMBL17423	5663
CHEMBL1565476	26098
CHEMBL3561695	10154203
CHEMBL643	4927
CHEMBL652	3356
CHEMBL2105689	3003141
CHEMBL493	31101
CHEMBL2059073	19988
CHEMBL985	1176
CHEMBL3544986	12068809
CHEMBL564829	16718576
CHEMBL79	3676
CHEMBL46516	3396
CHEMBL1621597	657309
CHEMBL753	4768
CHEMBL667	187
CHEMBL1200544	62921
CHEMBL1308	3406
CHEMBL1196	4935
CHEMBL1192519	5463984
CHEMBL1201234	3677
CHEMBL2096635	11457650
CHEMBL946	19861
CHEMBL406117	55362
CHEMBL1490	5572
CHEMBL1301	16051925
CHEMBL1464	54678486
CHEMBL403664	5460769
CHEMBL343633	175540
CHEMBL654	4205
CHEMBL1200386	6714002
CHEMBL412873	7014
CHEMBL3544537	69046
CHEMBL3137312	56640146
CHEMBL855	5282443
CHEMBL127	441130
CHEMBL1070	4409
CHEMBL1200979	131204
CHEMBL458875	73115
CHEMBL1405447	10209
CHEMBL1263	5152
CHEMBL1360	47319
CHEMBL1201295	35330
CHEMBL831	3964
CHEMBL2105637	487101
CHEMBL588	3341
CHEMBL253376	2442
CHEMBL226345	190
CHEMBL1451	31307
CHEMBL3301678	90683487
CHEMBL1873475	24821094
CHEMBL1200971	19150
CHEMBL2104761	3034015
CHEMBL787	5281040
CHEMBL1231723	656641
CHEMBL779	110635
CHEMBL1201284	156419
CHEMBL1201313	2795
CHEMBL579	3033702
CHEMBL1372	65359
CHEMBL1615487	35740
CHEMBL1631107	5464355
CHEMBL2110703	26533
CHEMBL220492	5284627
CHEMBL2110596	8966
CHEMBL1084647	46832510
CHEMBL1077896	175805
CHEMBL601	137
CHEMBL495	5280723
CHEMBL849	5564
CHEMBL1354	517045
CHEMBL553025	5311497
CHEMBL762	4636
CHEMBL43068	6287
CHEMBL685	4030
CHEMBL811	6834
CHEMBL550348	6098188
CHEMBL1200694	5206
CHEMBL1404	56959
CHEMBL1016	2541
CHEMBL917	5790
CHEMBL2104461	3563
CHEMBL642	1978
CHEMBL3039597	9898639
CHEMBL2135460	72081
CHEMBL1623738	5457
CHEMBL460	23897
CHEMBL681	667484
CHEMBL267495	6445230
CHEMBL1414320	5362
CHEMBL2105737	24775005
CHEMBL60745	9336
CHEMBL1200490	25074887
CHEMBL396778	131682
CHEMBL63857	4764
CHEMBL3183126	60196264
CHEMBL2103870	16678941
CHEMBL2107774	6433107
CHEMBL1201239	3723
CHEMBL760	2182
CHEMBL2105395	3036505
CHEMBL1201361	5311000
CHEMBL13291	3369
CHEMBL1639	5493444
CHEMBL148	104838
CHEMBL1520	110634
CHEMBL1230914	161500
CHEMBL577	5462501
CHEMBL409542	11663568
CHEMBL312311	6271
CHEMBL1198	4886
CHEMBL954	1548953
CHEMBL12	3016
CHEMBL514800	11561674
CHEMBL1200799	5282226
CHEMBL1249	135300
CHEMBL1201243	5241
CHEMBL2111176	5648
CHEMBL54976	6305
CHEMBL620	2784
CHEMBL836	129211
CHEMBL1389	13109
CHEMBL771	6234
CHEMBL560	441278
CHEMBL1200607	9639
CHEMBL1200622	5281104
CHEMBL31	5379
CHEMBL413	5284616
CHEMBL997	60852
CHEMBL1490300	75905
CHEMBL1496806	16367
CHEMBL734	1990
CHEMBL564085	202225
CHEMBL1144	54687
CHEMBL416755	4628
CHEMBL1619785	71447
CHEMBL1161681	24529
CHEMBL279516	33625
CHEMBL1229211	54726191
CHEMBL455706	28204
CHEMBL3183658	53384398
CHEMBL578	5388962
CHEMBL3039498	11677589
CHEMBL1294	441074
CHEMBL370143	165580
CHEMBL726	3372
CHEMBL1201096	66380
CHEMBL489411	54260
CHEMBL2110739	10938
CHEMBL422	5566
CHEMBL744	5070
CHEMBL1201362	5311051
CHEMBL1200356	19003
CHEMBL1599	30699
CHEMBL1201134	157920
CHEMBL1089221	2313
CHEMBL2107417	3038503
CHEMBL1697744	65632
CHEMBL2110774	6475
CHEMBL2105300	5050
CHEMBL24	2249
CHEMBL1229846	31236
CHEMBL1200922	6151
CHEMBL729	92727
CHEMBL467	3657
CHEMBL2103868	25102846
CHEMBL1200934	6540478
CHEMBL1441	2761171
CHEMBL898	3059
CHEMBL1525	40326
CHEMBL6	3715
CHEMBL606258	72493
CHEMBL3833408	44152596
CHEMBL17962	6274
CHEMBL1449	36921
CHEMBL109	3121
CHEMBL1200507	3724
CHEMBL1224	5284514
CHEMBL385517	11243969
CHEMBL282052	6292
CHEMBL809	68617
CHEMBL821	3520
CHEMBL1399	2187
CHEMBL422648	65947
CHEMBL1201187	3002977
CHEMBL2365712	168871
CHEMBL1200656	5284447
CHEMBL546	4631
CHEMBL1094966	4845
CHEMBL1256472	6252
CHEMBL1556	6021
CHEMBL170988	8249
CHEMBL741	3878
CHEMBL923	5245
CHEMBL2111066	3781
CHEMBL1200558	10909430
CHEMBL21731	4011
CHEMBL175247	3034010
CHEMBL1688852	9850878
CHEMBL2107831	49843517
CHEMBL1182833	5281042
CHEMBL87708	3947
CHEMBL1736	2528
CHEMBL871	3305
CHEMBL1643	37542
CHEMBL152067	68770
CHEMBL224436	5282165
CHEMBL857	171548
CHEMBL105608	93550
CHEMBL1199324	219090
CHEMBL1741	84029
CHEMBL178	30323
CHEMBL766	6435415
CHEMBL2105348	71741
CHEMBL170052	71186
CHEMBL1743263	114948
CHEMBL742	3821
CHEMBL1272	65981
CHEMBL2105760	11978813
CHEMBL607	4058
CHEMBL689	6251
CHEMBL223228	64139
CHEMBL558913	23725126
CHEMBL498466	21724551
CHEMBL2105605	5632
CHEMBL514446	6674
CHEMBL69308	5282203
CHEMBL839	2583
CHEMBL487253	65628
CHEMBL2110588	23652731
CHEMBL455	5320
CHEMBL1200907	656583
CHEMBL783	5311309
CHEMBL1902981	3236
CHEMBL5	4421
CHEMBL426926	68682
CHEMBL509	4037
CHEMBL1200945	25513
CHEMBL1200596	2722
CHEMBL477874	9528
CHEMBL1213351	10100
CHEMBL1626	26987
CHEMBL1373	4236
CHEMBL285802	5736
CHEMBL2104208	6526
CHEMBL1480	3333
CHEMBL486208	6552009
CHEMBL848	216326
CHEMBL58	4212
CHEMBL184412	208898
CHEMBL1550	5284607
CHEMBL174	6249
CHEMBL1200736	11029
CHEMBL1679	6006
CHEMBL273264	4413
CHEMBL1909072	6761
CHEMBL782	5505
CHEMBL683	2797
CHEMBL1200610	5284584
CHEMBL2110824	50225
CHEMBL92161	66901
CHEMBL1201772	6918456
CHEMBL41355	121892
CHEMBL218490	5284549
CHEMBL897	4911
CHEMBL572	6604200
CHEMBL1200666	5288783
CHEMBL1197	10770
CHEMBL1200668	5284359
CHEMBL1442422	9419
CHEMBL127643	6857
CHEMBL1625	4632
CHEMBL888	60750
CHEMBL250270	65866
CHEMBL533	60753
CHEMBL1736151	3275
CHEMBL1087630	4622
CHEMBL3739769	23453101
CHEMBL1082407	15951529
CHEMBL1201338	2905
CHEMBL506	4908
CHEMBL91397	133017
CHEMBL1201165	9046
CHEMBL1762	38945
CHEMBL604608	439709
CHEMBL252556	3686
CHEMBL1201776	9838022
CHEMBL2095208	25151504
CHEMBL127592	4621
CHEMBL2107516	6419536
CHEMBL1201219	39765
CHEMBL54943	594
CHEMBL2105618	70695647
CHEMBL419	3998
CHEMBL592435	9953065
CHEMBL2106989	165675
CHEMBL1248	10197600
CHEMBL1274	4493
CHEMBL1200568	61680
CHEMBL514	3950
CHEMBL691	5991
CHEMBL1023	82146
CHEMBL773	750
CHEMBL1535	3652
CHEMBL1201251	60789
CHEMBL1201232	3775
CHEMBL1788401	35803
CHEMBL1139	5282411
CHEMBL92401	3748
CHEMBL245807	31315
CHEMBL1103	5323714
CHEMBL2105722	68783
CHEMBL59	681
CHEMBL1201798	3085017
CHEMBL1443	8982
CHEMBL866	446541
CHEMBL1201321	34328
CHEMBL54	3559
CHEMBL1106	3241
CHEMBL1235872	444237
CHEMBL1502	4679
CHEMBL2105909	71365
CHEMBL1630	16051921
CHEMBL1900528	5487427
CHEMBL1398654	6244
CHEMBL1201056	5322
CHEMBL492	37497
CHEMBL100259	6029
CHEMBL1237054	52945526
CHEMBL180570	16124
CHEMBL47	14985
CHEMBL1655	3005573
CHEMBL1002	123600
CHEMBL409153	6918485
CHEMBL3039471	6473883
CHEMBL1425	667490
CHEMBL1615777	135326
CHEMBL452859	65780
CHEMBL1233511	890
CHEMBL1521	5719
CHEMBL220491	68844
CHEMBL471737	132999
CHEMBL3545432	56844015
CHEMBL2147777	11949652
CHEMBL2110788	66248
CHEMBL290578	33309
CHEMBL445	4543
CHEMBL269732	445643
CHEMBL1200342	443928
CHEMBL1138	150311
CHEMBL1447	3000540
CHEMBL1537	6479523
CHEMBL1257051	11234049
CHEMBL1062	6238
CHEMBL1336	216239
CHEMBL9	4539
CHEMBL1790041	5039
CHEMBL1201754	129228
CHEMBL1951143	9870652
CHEMBL1200685	66376
CHEMBL713	153941
CHEMBL14060	996
CHEMBL1697737	2811
CHEMBL189963	5330286
CHEMBL1902627	2810
CHEMBL864	2564
CHEMBL716	5002
CHEMBL90593	5881
CHEMBL1007	638793
CHEMBL1200359	5326
CHEMBL2218885	21872805
CHEMBL770	5504
CHEMBL411	448537
CHEMBL1200555	3738
CHEMBL1201151	6291
CHEMBL1670	4211
CHEMBL612	5826
CHEMBL1433	54671203
CHEMBL1173055	9931954
CHEMBL2104895	5205
CHEMBL1536	5280793
CHEMBL459265	3468
CHEMBL1590	7028
CHEMBL158	5742832
CHEMBL1533	40973
CHEMBL1207444	71327
CHEMBL1541	5362065
CHEMBL7728	3608
CHEMBL434394	71301
CHEMBL1371	2733
CHEMBL1534	493570
CHEMBL589586	5369209
CHEMBL1201388	31378
CHEMBL2133806	46911863
CHEMBL443052	11499245
CHEMBL1291	31477
CHEMBL238804	9913767
CHEMBL967	5391
CHEMBL117785	6018
CHEMBL1201287	16960
CHEMBL658	41693
CHEMBL1177	4723
CHEMBL796	4158
CHEMBL20883	5386
CHEMBL523	2997
CHEMBL1201203	1201549
CHEMBL268869	5330
CHEMBL452231	452548
CHEMBL1229517	42611257
CHEMBL3350037	13690207
CHEMBL1200829	7027
CHEMBL1200453	12620
CHEMBL231813	3010818
CHEMBL1200600	9878
CHEMBL452	2802
CHEMBL92870	3926
CHEMBL240163	65957
CHEMBL1233	2576
CHEMBL2218896	39860
CHEMBL590799	2536
CHEMBL1079604	15459
CHEMBL53463	31703
CHEMBL1751	2724385
CHEMBL395429	439302
CHEMBL1201224	9570757
CHEMBL389621	5754
CHEMBL830	3009
CHEMBL108436	8158
CHEMBL427069	6321411
CHEMBL621	5533
CHEMBL832	5342
CHEMBL449	2479
CHEMBL2105345	15004
CHEMBL111	104850
CHEMBL1764	72287
CHEMBL609109	9429
CHEMBL1201182	6918289
CHEMBL1201747	19371515
CHEMBL70566	3042090
CHEMBL1200680	24087
CHEMBL2104036	12551
CHEMBL1201191	1549000
CHEMBL934	4174
CHEMBL1200690	644076
CHEMBL1224207	49865963
CHEMBL1256841	4472
CHEMBL369475	5362471
CHEMBL1725	3736
CHEMBL1626223	708857
CHEMBL1540	4725
CHEMBL476	5351166
CHEMBL1037	38521
CHEMBL1516	158781
CHEMBL561	3948
CHEMBL1551	31401
CHEMBL867	3735
CHEMBL1201131	5794
CHEMBL55	4735
CHEMBL315838	48041
CHEMBL1017	65999
CHEMBL32838	6917655
CHEMBL1882461	31800
CHEMBL765	3518
CHEMBL537	785
CHEMBL1201147	22571
CHEMBL650	6741
CHEMBL354541	9853053
CHEMBL470670	16666
CHEMBL291747	6288
CHEMBL709	2092
CHEMBL1020	5509
CHEMBL41	3386
CHEMBL1518	657298
CHEMBL1089	3675
CHEMBL1236962	25167777
CHEMBL1384	6032
CHEMBL469	3826
CHEMBL128988	33334
CHEMBL646	5556
CHEMBL475903	11475094
CHEMBL615	6869
CHEMBL637	5656
CHEMBL1237021	213046
CHEMBL1088	4078
CHEMBL340978	39941
CHEMBL2107455	124246
CHEMBL1200660	12597
CHEMBL358040	4538
CHEMBL58323	219078
CHEMBL982	5284594
CHEMBL2107457	3792
CHEMBL315985	9881504
CHEMBL1172	124087
CHEMBL135400	5735
CHEMBL1314	5483
CHEMBL2104662	6917795
CHEMBL415606	16136245
CHEMBL566315	447715
CHEMBL33986	5361092
CHEMBL1200374	60198
CHEMBL1908331	6917906
CHEMBL193240	449193
CHEMBL86	4168
CHEMBL211456	9294
CHEMBL553	176870
CHEMBL49	2477
CHEMBL1201248	62887
CHEMBL1200468	4004
CHEMBL1200774	5876
CHEMBL464	5282375
CHEMBL1624	5819
CHEMBL596	3345
CHEMBL46	4595
CHEMBL1342	10413
CHEMBL1614	28620
CHEMBL2170177	24753719
CHEMBL511115	151170
CHEMBL1201784	6433083
CHEMBL2010601	16220172
CHEMBL1201288	6914273
CHEMBL817	5503
CHEMBL304902	16351
CHEMBL1398031	6603935
CHEMBL2105979	11071
CHEMBL1182210	2335
CHEMBL1739	24244
CHEMBL1569746	23676755
CHEMBL1697833	25223
CHEMBL717	6279
CHEMBL706	2682
CHEMBL76370	5362436
CHEMBL1542	2265
CHEMBL2111030	14670
CHEMBL189	4197
CHEMBL376685	16051933
CHEMBL1200732	443958
CHEMBL1265	60164
CHEMBL1201039	2343
CHEMBL254316	54671008
CHEMBL1278	4440
CHEMBL1697767	9470
CHEMBL137	4173
CHEMBL1200585	5281034
CHEMBL1436	5479529
CHEMBL282724	216235
CHEMBL1697851	6762
CHEMBL1370	5281004
CHEMBL3275188	7606
CHEMBL1201346	5362070
CHEMBL730	4510
CHEMBL44657	36462
CHEMBL36	4993
CHEMBL261641	9549297
CHEMBL239243	1123
CHEMBL810	5394
CHEMBL1112	60795
CHEMBL186	5479537
CHEMBL501122	9852981
CHEMBL83668	5510
CHEMBL270190	5488548
CHEMBL834	4674
CHEMBL1113	2170
CHEMBL1201407	5311236
CHEMBL1684	2315
CHEMBL417	41867
CHEMBL1757	446987
CHEMBL631	4932
CHEMBL1201266	44564
CHEMBL1601669	5282181
CHEMBL2104816	20266
CHEMBL1418176	6300
CHEMBL2105293	6617
CHEMBL334491	68778
CHEMBL121	77999
CHEMBL524	6082
CHEMBL2221250	73952296
CHEMBL119443	443884
CHEMBL435298	72099
CHEMBL715	4585
CHEMBL1509	68873
CHEMBL2146126	3028194
CHEMBL1303	59227
CHEMBL3740903	45357115
CHEMBL1166	92722
CHEMBL2107834	11304743
CHEMBL1009	6047
CHEMBL2105581	47979
CHEMBL1201319	5906
CHEMBL186720	7077
CHEMBL1201794	643976
CHEMBL291962	6106
CHEMBL171679	134601
CHEMBL1000	2678
CHEMBL942	2391
CHEMBL1725250	4613
CHEMBL19	4100
CHEMBL1201222	11597698
CHEMBL1117	42890
CHEMBL1187833	11519070
CHEMBL425	5462337
CHEMBL1413199	6719
CHEMBL1605443	54158
CHEMBL423	2369
CHEMBL1206	3290
CHEMBL1256391	40632
CHEMBL526	4943
CHEMBL105	5746
CHEMBL671	5453
CHEMBL969	4890
CHEMBL477772	10113978
CHEMBL829	5574
CHEMBL657	3100
CHEMBL1201168	3759
CHEMBL1591	54680690
CHEMBL591	5281077
CHEMBL398435	9871419
CHEMBL1201760	10178705
CHEMBL464345	10690
CHEMBL75753	155774
CHEMBL1237	5362119
CHEMBL2103756	70695610
CHEMBL108358	457954
CHEMBL1201213	3762
CHEMBL525610	16132393
CHEMBL1306	441383
CHEMBL1286	5284583
CHEMBL768	59768
CHEMBL233406	24436
CHEMBL415	2801
CHEMBL595	4829
CHEMBL978	1993
CHEMBL1159717	5606
CHEMBL1727	27447
CHEMBL842	2720
CHEMBL415324	5282230
CHEMBL1189513	9553856
CHEMBL645	2405
CHEMBL597	5775
CHEMBL507870	3081362
CHEMBL1200598	3032325
CHEMBL22587	55283
CHEMBL931	3562
CHEMBL2103867	70693500
CHEMBL284348	1727
CHEMBL1201345	8771
CHEMBL42	2818
CHEMBL1560	44093
CHEMBL129	35370
CHEMBL813	5281037
CHEMBL2159122	11250029
CHEMBL3707331	10311306
CHEMBL844	2435
CHEMBL3301668	16681432
CHEMBL429	3869
CHEMBL1235535	7510
CHEMBL1652	2131
CHEMBL3317857	56649692
CHEMBL6622	6883
CHEMBL939	123631
CHEMBL1008	2351
CHEMBL957	104865
CHEMBL406	3702
CHEMBL417007	10430040
CHEMBL576127	3344
CHEMBL1387	6231
CHEMBL549473	3109
CHEMBL1483	2082
CHEMBL996	441199
CHEMBL723	2585
CHEMBL1201109	5311066
CHEMBL636	77991
CHEMBL1200515	8550
CHEMBL1305	2200
CHEMBL360055	3450
CHEMBL12198	602
CHEMBL480	3883
CHEMBL232202	440936
CHEMBL180022	9915743
CHEMBL2103749	16129704
CHEMBL1441961	5282219
CHEMBL979	4064
CHEMBL1194	4906
CHEMBL808	3198
CHEMBL2105435	5217
CHEMBL424	338
CHEMBL2362906	13218779
CHEMBL1279	77992
CHEMBL2105075	3360
CHEMBL1075	34633
CHEMBL84	60700
CHEMBL1201405	55331
CHEMBL2105458	27901
CHEMBL1068	34312
CHEMBL1617	6436173
CHEMBL580	3958
CHEMBL1289926	6450551
CHEMBL1773	60953
CHEMBL1201353	33036
CHEMBL788	5905
CHEMBL1201210	4940
CHEMBL1663	6432
CHEMBL1697829	65755
CHEMBL2063090	44603531
CHEMBL54922	145742
CHEMBL2104900	22425
CHEMBL2095212	9865528
CHEMBL827	154101
CHEMBL1730	5742673
CHEMBL154126	98941
CHEMBL2141296	25183872
CHEMBL3545110	44631912
CHEMBL1201261	5611
CHEMBL1201746	148121
CHEMBL1239	2345
CHEMBL1200862	441350
CHEMBL1201206	50192
CHEMBL1201274	60657
CHEMBL27810	2663
CHEMBL702	43672
CHEMBL405110	6099
CHEMBL1201139	11683
CHEMBL570	5568
CHEMBL64	3767
CHEMBL83906	11350
CHEMBL277535	2378
CHEMBL878	4170
CHEMBL701	2284
CHEMBL1131	5284513
CHEMBL505132	3002143
CHEMBL1201271	6729
CHEMBL1201075	3743
CHEMBL778	5311068
CHEMBL1173655	10184653
CHEMBL251940	4747
CHEMBL568	4616
CHEMBL1908311	15662541
CHEMBL491571	73303
CHEMBL177	37768
CHEMBL1200810	5281107
CHEMBL1201198	57697
CHEMBL1255	712
CHEMBL1222251	892
CHEMBL3084803	5284517
CHEMBL477	60961
CHEMBL243712	2159
CHEMBL225072	446556
CHEMBL3187032	62277
CHEMBL1095	3292
CHEMBL90	774
CHEMBL603	5717
CHEMBL1574	4771
CHEMBL69998	208910
CHEMBL669	2895
CHEMBL1398373	636397
CHEMBL2105755	54732242
CHEMBL406393	222528
CHEMBL2107342	59364992
CHEMBL1200751	2724350
CHEMBL466246	502272
CHEMBL1180725	4934
CHEMBL52	4534
CHEMBL684	3052
CHEMBL218394	10324367
CHEMBL25	2244
CHEMBL820	2478
CHEMBL83	2733526
CHEMBL330546	107689
CHEMBL1271	5850
CHEMBL1101	2381
CHEMBL1201322	5456
CHEMBL651	4095
CHEMBL1200706	10176082
CHEMBL1241	5587
CHEMBL1200617	5311412
CHEMBL852	460612
CHEMBL1455	2123
CHEMBL1201758	164522
CHEMBL964	3117
CHEMBL2105275	7558
CHEMBL720	244
CHEMBL36506	54675769
CHEMBL1072	2471
CHEMBL2028663	44462760
CHEMBL21	5333
CHEMBL1972224	89216
CHEMBL1200633	9812710
CHEMBL386630	6013
CHEMBL1191	5328
CHEMBL131	5755
CHEMBL54126	8246
CHEMBL1276258	52943456
CHEMBL2111101	10071196
CHEMBL1448	4477
CHEMBL8	2764
CHEMBL3039583	73348210
CHEMBL276832	3637
CHEMBL772	5770
CHEMBL509924	11954369
CHEMBL1218	208902
CHEMBL2106329	65646
CHEMBL1200614	3741
CHEMBL450	4099
CHEMBL432103	4853
CHEMBL1771	60606
CHEMBL185	3385
CHEMBL1651913	5489013
CHEMBL1732	10531
CHEMBL1421	3062316
CHEMBL1054	5560
CHEMBL1697842	10599
CHEMBL2104294	3091
CHEMBL563	3394
CHEMBL1201262	3105
CHEMBL1229908	9363
CHEMBL224325	6301
CHEMBL152	60613
CHEMBL316157	5773
CHEMBL134	2803
CHEMBL415284	5284595
CHEMBL2110926	10734
CHEMBL404520	54675777
CHEMBL1697830	5284533
CHEMBL2107117	3033151
CHEMBL46740	154257
CHEMBL312448	5709
CHEMBL511142	9848990
CHEMBL520400	72075
CHEMBL25202	108143
CHEMBL316257	26197
CHEMBL229383	44424838
CHEMBL545	702
CHEMBL357995	44112
CHEMBL1200959	14677
CHEMBL576	1110
CHEMBL1185	60857
CHEMBL124211	11117
CHEMBL562	441140
CHEMBL2074922	119171
CHEMBL410414	9917862
CHEMBL1683590	11354606
CHEMBL1201027	11693
CHEMBL56367	4495
CHEMBL267345	118705500
CHEMBL1201328	18104
CHEMBL557555	2763
CHEMBL70418	2789
CHEMBL1200737	452110
CHEMBL1200845	443943
CHEMBL24778	5312125
CHEMBL1252	16131215
CHEMBL3137326	45255840
CHEMBL1201087	54746
CHEMBL286452	68570
CHEMBL387675	16134395
CHEMBL547	5282379
CHEMBL374731	159269
CHEMBL204656	5277135
CHEMBL167911	3039
CHEMBL37161	3334
CHEMBL1237119	6918140
CHEMBL34259	126941
CHEMBL1229	65028
CHEMBL52440	5360696
CHEMBL673	4688
CHEMBL1431	4091
CHEMBL1174	448812
CHEMBL1095097	443872
CHEMBL1200868	8609
CHEMBL16699	42723
CHEMBL126	441401
CHEMBL17	3038
CHEMBL963	5284604
CHEMBL372795	19649
CHEMBL1096562	157922
CHEMBL1215	6041
CHEMBL1738990	200742
CHEMBL107	6167
CHEMBL1589896	3609
CHEMBL1644	47965
CHEMBL1077	60726
CHEMBL80	5284596
CHEMBL2106589	71734
CHEMBL29	5904
CHEMBL428880	2882
CHEMBL11298	5951
CHEMBL601719	11626560
CHEMBL1146	456255
CHEMBL1231649	5287879
CHEMBL584	64143
CHEMBL941	5291
CHEMBL360328	11658860
CHEMBL2303618	20055063
CHEMBL206253	6451149
CHEMBL1231	4634
CHEMBL512351	10275777
CHEMBL2366014	72160
CHEMBL2023898	25154714
CHEMBL36633	4626
CHEMBL1201294	13505
CHEMBL1094636	24958200
CHEMBL1201360	5311167
CHEMBL104	2812
CHEMBL20835	1979
CHEMBL414357	16157882
CHEMBL2106871	15063
CHEMBL497613	9920539
CHEMBL142438	947
CHEMBL1201263	84088
CHEMBL466659	6518
CHEMBL1643895	108000
CHEMBL53	6005
CHEMBL3	89594
CHEMBL416146	123619
CHEMBL592	5359272
CHEMBL1697766	4744
CHEMBL86715	4919
CHEMBL521686	23725625
CHEMBL92915	22565
CHEMBL1472	638678
CHEMBL196	54670067
CHEMBL237500	10096344
CHEMBL90555	5978
CHEMBL1496	446157
CHEMBL1018	667476
CHEMBL3301669	16134627
CHEMBL193	4485
CHEMBL48361	216210
CHEMBL622	3308
CHEMBL1393	5833
CHEMBL1514715	17506
CHEMBL2097081	11963622
CHEMBL1405	5870
CHEMBL170	3034034
CHEMBL2110700	6067
CHEMBL108	2554
CHEMBL2028019	11154555
CHEMBL1908315	5282237
CHEMBL1487	60823
CHEMBL528	6533629
CHEMBL18442	65015
CHEMBL22498	5929
CHEMBL567597	9838675
CHEMBL1167	15541
CHEMBL1712170	5359271
